date,factor,ic,rank_ic
2022-03-01,momentum_1,-0.18269327572334693,-0.01818181818181818
2022-03-02,momentum_1,-0.43441730608560825,-0.3575757575757576
2022-03-03,momentum_1,0.13044888639430788,0.07878787878787878
2022-03-04,momentum_1,0.45016679512721075,0.34545454545454546
2022-03-07,momentum_1,-0.1802011861818369,-0.3575757575757576
2022-03-08,momentum_1,-0.13067105300917542,-0.24848484848484848
2022-03-09,momentum_1,0.04888567858414459,-0.12727272727272726
2022-03-10,momentum_1,-0.12803776817152224,-0.3212121212121212
2022-03-11,momentum_1,-0.03498158677904246,-0.18787878787878787
2022-03-14,momentum_1,0.6232734605897374,0.503030303030303
2022-03-15,momentum_1,-0.11978206174889869,0.04242424242424243
2022-03-16,momentum_1,0.08594208203363479,0.10303030303030303
2022-03-17,momentum_1,-0.14671346772507726,0.06666666666666667
2022-03-18,momentum_1,-0.12791801519345794,-0.01818181818181818
2022-03-21,momentum_1,0.11726297569602413,0.24848484848484848
2022-03-22,momentum_1,-0.3607917255984473,-0.21212121212121213
2022-03-23,momentum_1,-0.3115868218755476,-0.3212121212121212
2022-03-24,momentum_1,0.11682470020388108,0.06666666666666667
2022-03-25,momentum_1,-0.09087610248091929,0.06666666666666667
2022-03-28,momentum_1,0.23353519259587638,0.2606060606060606
2022-03-29,momentum_1,-0.5251544474387272,-0.38181818181818183
2022-03-30,momentum_1,0.30862060759275184,0.296969696969697
2022-03-31,momentum_1,0.29122297064993097,0.3090909090909091
2022-04-01,momentum_1,0.605317865742084,0.4666666666666667
2022-04-04,momentum_1,0.3335601935407925,0.23636363636363636
2022-04-05,momentum_1,0.0847779963310321,0.2
2022-04-06,momentum_1,0.06746178422690217,0.030303030303030304
2022-04-07,momentum_1,0.6086923049680655,0.7090909090909091
2022-04-08,momentum_1,0.49731584078166824,0.38181818181818183
2022-04-11,momentum_1,0.31161557050995753,0.3212121212121212
2022-04-12,momentum_1,0.024555901233156967,0.17575757575757575
2022-04-13,momentum_1,0.19736517359477146,0.06666666666666667
2022-04-14,momentum_1,0.1759930073427952,0.22424242424242424
2022-04-15,momentum_1,0.31261798467045204,0.2606060606060606
2022-04-18,momentum_1,0.11661473531052387,0.2
2022-04-19,momentum_1,-0.4056256033440956,-0.05454545454545454
2022-04-20,momentum_1,-0.42413945011188003,-0.40606060606060607
2022-04-21,momentum_1,0.26902225649878964,0.40606060606060607
2022-04-22,momentum_1,0.20266694886337464,0.21212121212121213
2022-04-25,momentum_1,-0.04493249428336162,-0.16363636363636364
2022-04-26,momentum_1,-0.021524564421122855,-0.3575757575757576
2022-04-27,momentum_1,-0.0070565549739005215,-0.05454545454545454
2022-04-28,momentum_1,-0.006956729935651104,0.09090909090909091
2022-04-29,momentum_1,-0.2654380112656957,-0.3939393939393939
2022-05-02,momentum_1,-0.24594921042492543,-0.296969696969697
2022-05-03,momentum_1,-0.11580946782855646,-0.09090909090909091
2022-05-04,momentum_1,-0.016606111061138448,-0.04242424242424243
2022-05-05,momentum_1,-0.12087667355447862,-0.17575757575757575
2022-05-06,momentum_1,-0.3833648374824212,-0.3575757575757576
2022-05-09,momentum_1,0.2190218270456946,0.15151515151515152
2022-05-10,momentum_1,-0.5988404216501674,-0.6
2022-05-11,momentum_1,0.26229331305834364,0.503030303030303
2022-05-12,momentum_1,-0.1739892307640836,-0.22424242424242424
2022-05-13,momentum_1,-0.4557967759858185,-0.28484848484848485
2022-05-16,momentum_1,0.1226846849119643,0.2606060606060606
2022-05-17,momentum_1,-0.27067378751296955,-0.38181818181818183
2022-05-18,momentum_1,0.6095463873520408,0.7090909090909091
2022-05-19,momentum_1,-0.39748698554010364,-0.5151515151515151
2022-05-20,momentum_1,0.1800650377151191,0.18787878787878787
2022-05-23,momentum_1,-0.002026928501860426,0.09090909090909091
2022-05-24,momentum_1,-0.17863470527250427,-0.18787878787878787
2022-05-25,momentum_1,-0.01158466167688952,-0.12727272727272726
2022-05-26,momentum_1,-0.18874988304002707,-0.23636363636363636
2022-05-27,momentum_1,0.41052222928811744,0.696969696969697
2022-05-30,momentum_1,0.14414041228383356,0.34545454545454546
2022-05-31,momentum_1,-0.11765645564740973,-0.17575757575757575
2022-06-01,momentum_1,0.5923851617580297,0.5757575757575758
2022-06-02,momentum_1,0.16662727901196522,-0.11515151515151516
2022-06-03,momentum_1,-0.33526414959210327,-0.34545454545454546
2022-06-06,momentum_1,0.1494913485716175,-0.09090909090909091
2022-06-07,momentum_1,0.019749889280092157,-0.030303030303030304
2022-06-08,momentum_1,-0.09293704458794033,-0.15151515151515152
2022-06-09,momentum_1,-0.24644895971675607,-0.38181818181818183
2022-06-10,momentum_1,0.05443961544509092,0.1393939393939394
2022-06-13,momentum_1,0.012813038099246216,-0.030303030303030304
2022-06-14,momentum_1,0.5176732837743023,0.38181818181818183
2022-06-15,momentum_1,-0.22024478108632228,-0.17575757575757575
2022-06-16,momentum_1,0.32202769067209747,0.3212121212121212
2022-06-17,momentum_1,0.40495214872073104,0.40606060606060607
2022-06-20,momentum_1,-0.4416547073734904,0.04242424242424243
2022-06-21,momentum_1,-0.12195975006004697,-0.2
2022-06-22,momentum_1,-0.35760969629826844,-0.3939393939393939
2022-06-23,momentum_1,0.12057874837562368,-0.11515151515151516
2022-06-24,momentum_1,-0.0993371652626886,-0.2
2022-06-27,momentum_1,-0.03822467940334845,-0.006060606060606061
2022-06-28,momentum_1,0.5296194454477191,0.6727272727272727
2022-06-29,momentum_1,-0.3084196951512653,-0.6363636363636364
2022-06-30,momentum_1,-0.029928990257501533,-0.16363636363636364
2022-07-01,momentum_1,0.2251287345633111,0.41818181818181815
2022-07-04,momentum_1,-0.5044169419924162,-0.41818181818181815
2022-07-05,momentum_1,0.15368796845747143,0.28484848484848485
2022-07-06,momentum_1,-0.4122274900823664,-0.4909090909090909
2022-07-07,momentum_1,-0.15447316817222653,-0.17575757575757575
2022-07-08,momentum_1,-0.005861767817451233,-0.16363636363636364
2022-07-11,momentum_1,-0.4562276807268099,-0.44242424242424244
2022-07-12,momentum_1,-0.5183844086206209,-0.38181818181818183
2022-07-13,momentum_1,-0.2257364937382387,-0.07878787878787878
2022-07-14,momentum_1,-0.15947189191188912,-0.12727272727272726
2022-07-15,momentum_1,0.059147159180929734,0.22424242424242424
2022-07-18,momentum_1,-0.18669525777529491,0.16363636363636364
2022-07-19,momentum_1,-0.11490149729477007,-0.06666666666666667
2022-07-20,momentum_1,-0.004400882272089268,0.07878787878787878
2022-07-21,momentum_1,0.175781183764937,0.3090909090909091
2022-07-22,momentum_1,-0.5996470344036894,-0.6484848484848484
2022-07-25,momentum_1,-0.4597107180759056,-0.3939393939393939
2022-07-26,momentum_1,0.1657818332974906,0.22424242424242424
2022-07-27,momentum_1,-0.022251133904183217,-0.030303030303030304
2022-07-28,momentum_1,0.22615682457046749,0.3696969696969697
2022-07-29,momentum_1,0.23237381697504914,-0.18787878787878787
2022-08-01,momentum_1,-0.5025407480202652,-0.28484848484848485
2022-08-02,momentum_1,-0.14545119361168754,-0.06666666666666667
2022-08-03,momentum_1,-0.27917722625388436,-0.3212121212121212
2022-08-04,momentum_1,-0.49430352551194484,-0.47878787878787876
2022-08-05,momentum_1,0.25621568778362425,0.24848484848484848
2022-08-08,momentum_1,0.3034983901446905,0.5151515151515151
2022-08-09,momentum_1,0.1089423395517878,0.11515151515151516
2022-08-10,momentum_1,0.388202530193513,0.4303030303030303
2022-08-11,momentum_1,-0.37696444099502174,-0.3939393939393939
2022-08-12,momentum_1,0.24112374287164942,0.06666666666666667
2022-08-15,momentum_1,-0.04014136113719396,0.296969696969697
2022-08-16,momentum_1,-0.10742448067641493,-0.2
2022-08-17,momentum_1,-0.09475162114964704,-0.15151515151515152
2022-08-18,momentum_1,0.29008030295068377,0.47878787878787876
2022-08-19,momentum_1,0.6083454375684123,0.5272727272727272
2022-08-22,momentum_1,0.2848599355475187,0.12727272727272726
2022-08-23,momentum_1,0.5021334611310168,0.6121212121212121
2022-08-24,momentum_1,0.3005405845692433,0.5272727272727272
2022-08-25,momentum_1,-0.1568925897324592,-0.09090909090909091
2022-08-26,momentum_1,0.501089741063938,0.5515151515151515
2022-08-29,momentum_1,0.24920254378516632,0.2606060606060606
2022-08-30,momentum_1,0.3305576199991486,0.23636363636363636
2022-08-31,momentum_1,0.0447911168364344,-0.24848484848484848
2022-09-01,momentum_1,-0.023733644080611807,-0.030303030303030304
2022-09-02,momentum_1,-0.3595923328897152,-0.1393939393939394
2022-09-05,momentum_1,-0.15116915083211652,-0.23636363636363636
2022-09-06,momentum_1,0.5833500012992993,0.5393939393939394
2022-09-07,momentum_1,0.2310935889217833,0.3333333333333333
2022-09-08,momentum_1,0.03915654649416821,0.05454545454545454
2022-09-09,momentum_1,0.10884991344937595,0.18787878787878787
2022-09-12,momentum_1,-0.5072497186319704,-0.503030303030303
2022-09-13,momentum_1,-0.5045576739223304,-0.6
2022-09-14,momentum_1,0.61139383231453,0.7090909090909091
2022-09-15,momentum_1,0.2829301640418974,0.3696969696969697
2022-09-16,momentum_1,-0.16322882453373372,-0.04242424242424243
2022-09-19,momentum_1,0.06972290496134269,0.1393939393939394
2022-09-20,momentum_1,-0.6642046981156192,-0.6606060606060606
2022-09-21,momentum_1,0.2985289961282028,0.2606060606060606
2022-09-22,momentum_1,0.3486366804801104,0.38181818181818183
2022-09-23,momentum_1,0.16620803748257817,0.06666666666666667
2022-09-26,momentum_1,-0.3403774321005833,-0.3575757575757576
2022-09-27,momentum_1,0.18824617189995702,0.45454545454545453
2022-09-28,momentum_1,-0.026995703472127503,0.1393939393939394
2022-09-29,momentum_1,-0.630525406324115,-0.47878787878787876
2022-09-30,momentum_1,0.12186958142301332,0.16363636363636364
2022-10-03,momentum_1,-0.3404758414888515,-0.17575757575757575
2022-10-04,momentum_1,-0.27297004442035105,-0.2727272727272727
2022-10-05,momentum_1,0.43720722628815284,0.18787878787878787
2022-10-06,momentum_1,0.25831300565288057,0.296969696969697
2022-10-07,momentum_1,-0.16767515506040714,0.04242424242424243
2022-10-10,momentum_1,-0.05538754025718303,-0.16363636363636364
2022-10-11,momentum_1,0.32085628903421026,0.09090909090909091
2022-10-12,momentum_1,0.4311811659970841,0.24848484848484848
2022-10-13,momentum_1,0.1006182587757518,0.01818181818181818
2022-10-14,momentum_1,0.10061639951682842,0.11515151515151516
2022-10-17,momentum_1,0.1475436632964813,0.06666666666666667
2022-10-18,momentum_1,0.3909808591990837,0.2
2022-10-19,momentum_1,-0.11523527755666187,-0.10303030303030303
2022-10-20,momentum_1,0.44953070175812293,0.44242424242424244
2022-10-21,momentum_1,0.009232342167768281,0.1393939393939394
2022-10-24,momentum_1,0.26258258487448766,0.6121212121212121
2022-10-25,momentum_1,0.21747857902953988,0.18787878787878787
2022-10-26,momentum_1,0.16342690841189134,0.2
2022-10-27,momentum_1,0.322213428572184,0.3212121212121212
2022-10-28,momentum_1,-0.31223708149085866,0.01818181818181818
2022-10-31,momentum_1,0.1828183684463201,-0.11515151515151516
2022-11-01,momentum_1,0.6876372377638538,0.4666666666666667
2022-11-02,momentum_1,0.05522307141469721,0.006060606060606061
2022-11-03,momentum_1,-0.3107961042411853,-0.38181818181818183
2022-11-04,momentum_1,-0.0756790062285506,-0.3090909090909091
2022-11-07,momentum_1,0.3631334340418532,0.1393939393939394
2022-11-08,momentum_1,-0.4618366384201001,-0.3939393939393939
2022-11-09,momentum_1,-0.331413428858017,-0.2727272727272727
2022-11-10,momentum_1,-0.6086911026272368,-0.47878787878787876
2022-11-11,momentum_1,-0.34161464340697983,-0.16363636363636364
2022-11-14,momentum_1,-0.43086376572678864,-0.45454545454545453
2022-11-15,momentum_1,-0.22870946653104965,-0.15151515151515152
2022-11-16,momentum_1,-0.10528277336640447,-0.06666666666666667
2022-11-17,momentum_1,-0.4091029576998871,-0.12727272727272726
2022-11-18,momentum_1,0.20882422519615862,0.3696969696969697
2022-11-21,momentum_1,-0.3279327986890172,-0.10303030303030303
2022-11-22,momentum_1,-0.24686466500145912,-0.3333333333333333
2022-11-23,momentum_1,-0.5222254971231779,-0.2727272727272727
2022-11-24,momentum_1,0.3489122329736654,0.24848484848484848
2022-11-25,momentum_1,-0.31920597119954547,0.10303030303030303
2022-11-28,momentum_1,-0.14900183530078712,-0.3333333333333333
2022-11-29,momentum_1,0.28707559083684875,0.09090909090909091
2022-11-30,momentum_1,-0.5066659772565815,-0.4303030303030303
2022-12-01,momentum_1,-0.043660254598726814,-0.22424242424242424
2022-12-02,momentum_1,-0.3217332148944457,0.006060606060606061
2022-12-05,momentum_1,0.044227917952520346,0.12727272727272726
2022-12-06,momentum_1,0.16757213824842035,0.22424242424242424
2022-12-07,momentum_1,-0.01690480451612787,-0.006060606060606061
2022-12-08,momentum_1,-0.43131885350479005,-0.6484848484848484
2022-12-09,momentum_1,-0.2603888794092648,-0.22424242424242424
2022-12-12,momentum_1,-0.499594135152767,-0.5878787878787879
2022-12-13,momentum_1,0.030787247417771436,-0.04242424242424243
2022-12-14,momentum_1,-0.13660266877652677,-0.05454545454545454
2022-12-15,momentum_1,-0.15605421493135327,-0.10303030303030303
2022-12-16,momentum_1,0.10829007420253182,-0.030303030303030304
2022-12-19,momentum_1,0.6083221753127241,0.6
2022-12-20,momentum_1,0.7898639341332497,0.8181818181818182
2022-12-21,momentum_1,-0.058773614313039416,0.04242424242424243
2022-12-22,momentum_1,0.4326748088633556,0.3333333333333333
2022-12-23,momentum_1,0.4910803596912048,0.3333333333333333
2022-12-26,momentum_1,0.4993946282191848,0.47878787878787876
2022-12-27,momentum_1,-0.12243504774127392,-0.28484848484848485
2022-12-28,momentum_1,-0.13873976948140823,-0.11515151515151516
2022-12-29,momentum_1,0.2699856258847715,0.07878787878787878
2022-12-30,momentum_1,-0.7681156039653356,-0.5878787878787879
2023-01-02,momentum_1,0.42687066611797125,0.05454545454545454
2023-01-03,momentum_1,-0.12810345867055806,-0.09090909090909091
2023-01-04,momentum_1,-0.5785329003647217,-0.7333333333333333
2023-01-05,momentum_1,0.0968402890084121,-0.1393939393939394
2023-01-06,momentum_1,0.5448700867672066,0.5757575757575758
2023-01-09,momentum_1,0.341872827119262,0.3333333333333333
2023-01-10,momentum_1,-0.1559652647625039,-0.07878787878787878
2023-01-11,momentum_1,0.48255946344623113,0.4909090909090909
2023-01-12,momentum_1,-0.5836915590734456,-0.6363636363636364
2023-01-13,momentum_1,0.0006695204354018404,-0.296969696969697
2023-01-16,momentum_1,0.27296747334987403,0.2606060606060606
2023-01-17,momentum_1,-0.3333440688718483,-0.06666666666666667
2023-01-18,momentum_1,-0.008744672808902156,-0.12727272727272726
2023-01-19,momentum_1,0.01741227390318832,0.01818181818181818
2023-01-20,momentum_1,-0.026089267139809028,-0.17575757575757575
2023-01-23,momentum_1,0.004532286407569936,0.01818181818181818
2023-01-24,momentum_1,-0.39336332939181406,-0.2
2023-01-25,momentum_1,-0.3405880329212778,-0.2606060606060606
2023-01-26,momentum_1,0.17139673502586752,0.030303030303030304
2023-01-27,momentum_1,0.013689967874784924,0.030303030303030304
2023-01-30,momentum_1,-0.030562640356924298,0.030303030303030304
2023-01-31,momentum_1,0.13989933021136763,0.4909090909090909
2023-02-01,momentum_1,0.035903818467267284,-0.04242424242424243
2023-02-02,momentum_1,-0.24379585985334523,-0.21212121212121213
2023-02-03,momentum_1,0.17842420575634016,0.17575757575757575
2023-02-06,momentum_1,-0.16830747551692782,-0.15151515151515152
2023-02-07,momentum_1,0.06425907885908129,0.06666666666666667
2023-02-08,momentum_1,-0.11242841046276611,-0.2606060606060606
2023-02-09,momentum_1,-0.7062753517580572,-0.5393939393939394
2023-02-10,momentum_1,0.43407835001830253,0.3333333333333333
2023-02-13,momentum_1,-0.5126143871618906,-0.18787878787878787
2023-02-14,momentum_1,-0.12841065562599266,-0.3212121212121212
2023-02-15,momentum_1,-0.40392603597580584,-0.3939393939393939
2023-02-16,momentum_1,-0.6475688602289881,-0.6242424242424243
2023-02-17,momentum_1,0.12796119057732672,0.11515151515151516
2023-02-20,momentum_1,0.5506025578097726,0.05454545454545454
2023-02-21,momentum_1,0.27024877862403,0.4303030303030303
2023-02-22,momentum_1,0.5779783967942523,0.41818181818181815
2023-02-23,momentum_1,0.747680518966396,0.6848484848484848
2023-02-24,momentum_1,-0.2777917093328412,-0.2606060606060606
2023-02-27,momentum_1,-0.7861070211293412,-0.7818181818181819
2023-02-28,momentum_1,-0.2722805740244255,-0.44242424242424244
2023-03-01,momentum_1,0.27098257862383107,0.2606060606060606
2023-03-02,momentum_1,-0.3292320440512696,-0.3090909090909091
2023-03-03,momentum_1,0.6236198619015605,0.6242424242424243
2023-03-06,momentum_1,-0.3221229349675092,-0.21212121212121213
2023-03-07,momentum_1,-0.1935879992821667,-0.04242424242424243
2023-03-08,momentum_1,0.015599467206716676,-0.2
2023-03-09,momentum_1,-0.019073425852721367,0.030303030303030304
2023-03-10,momentum_1,0.30486820744461557,0.296969696969697
2023-03-13,momentum_1,-0.4128846164304174,-0.3696969696969697
2023-03-14,momentum_1,-0.33917113133000687,-0.4909090909090909
2023-03-15,momentum_1,-0.4202829977109201,-0.3333333333333333
2023-03-16,momentum_1,0.32034887562959086,0.04242424242424243
2023-03-17,momentum_1,-0.1625865614179718,-0.22424242424242424
2023-03-20,momentum_1,-0.696251546719444,-0.6121212121212121
2023-03-21,momentum_1,-0.5188622042678995,-0.5272727272727272
2023-03-22,momentum_1,-0.06488499989482831,-0.11515151515151516
2023-03-23,momentum_1,-0.4343409605799394,-0.45454545454545453
2023-03-24,momentum_1,0.23642133190634035,0.09090909090909091
2023-03-27,momentum_1,-0.46572439170328345,-0.24848484848484848
2023-03-28,momentum_1,-0.19636142817591054,-0.1393939393939394
2023-03-29,momentum_1,-0.07822646122761746,-0.23636363636363636
2023-03-30,momentum_1,-0.2321244367051531,-0.17575757575757575
2023-03-31,momentum_1,0.02340906359762373,-0.12727272727272726
2023-04-03,momentum_1,0.08692504337990989,0.2606060606060606
2023-04-04,momentum_1,0.4319424585649149,0.5878787878787879
2023-04-05,momentum_1,0.34373154939207545,0.503030303030303
2023-04-06,momentum_1,0.29025931997081905,0.12727272727272726
2023-04-07,momentum_1,0.09331029353190023,0.01818181818181818
2023-04-10,momentum_1,0.571425938771503,0.5757575757575758
2023-04-11,momentum_1,0.35908703589661556,0.38181818181818183
2023-04-12,momentum_1,-0.30467890224864025,-0.24848484848484848
2023-04-13,momentum_1,0.08784797318521013,0.1393939393939394
2023-04-14,momentum_1,-0.23324922518586733,-0.10303030303030303
2023-04-17,momentum_1,0.6675900198362517,0.696969696969697
2023-04-18,momentum_1,-0.012840537959193135,-0.10303030303030303
2023-04-19,momentum_1,0.2992514937153493,0.3696969696969697
2023-04-20,momentum_1,-0.1733167285309443,0.24848484848484848
2023-04-21,momentum_1,-0.10234981861189157,-0.21212121212121213
2023-04-24,momentum_1,-0.21490980807483856,-0.09090909090909091
2023-04-25,momentum_1,-0.10779961841852398,-0.296969696969697
2023-04-26,momentum_1,0.3546170561162904,0.3939393939393939
2023-04-27,momentum_1,-0.03022722449042828,0.06666666666666667
2023-04-28,momentum_1,0.5771749534333411,0.503030303030303
2023-05-01,momentum_1,-0.17817688815262062,-0.1393939393939394
2023-05-02,momentum_1,-0.057805285962378106,-0.06666666666666667
2023-05-03,momentum_1,-0.20033646963885188,-0.23636363636363636
2023-05-04,momentum_1,-0.20610287511992845,-0.5515151515151515
2023-05-05,momentum_1,-0.5480990916081908,-0.7212121212121212
2023-05-08,momentum_1,-0.1564795479322201,-0.09090909090909091
2023-05-09,momentum_1,-0.16707747815390292,-0.2
2023-05-10,momentum_1,0.4266194867714708,0.40606060606060607
2023-05-11,momentum_1,-0.08404949743214601,-0.01818181818181818
2023-05-12,momentum_1,-0.19655110824217353,-0.22424242424242424
2023-05-15,momentum_1,-0.07439307087501949,0.06666666666666667
2023-05-16,momentum_1,0.5946099526669645,0.45454545454545453
2023-05-17,momentum_1,0.6032653688288409,0.6727272727272727
2023-05-18,momentum_1,0.11148730410164572,0.09090909090909091
2023-05-19,momentum_1,-0.26662141773428494,-0.23636363636363636
2023-05-22,momentum_1,-0.44348707478064314,-0.503030303030303
2023-05-23,momentum_1,0.11640710562349736,0.18787878787878787
2023-05-24,momentum_1,0.538046053887014,0.45454545454545453
2023-05-25,momentum_1,-0.22921253767427288,-0.1393939393939394
2023-05-26,momentum_1,-0.08705948030689165,-0.1393939393939394
2023-05-29,momentum_1,-0.04295277587658305,-0.16363636363636364
2023-05-30,momentum_1,0.08805331275982659,0.030303030303030304
2023-05-31,momentum_1,0.23003955958540195,0.34545454545454546
2023-06-01,momentum_1,0.6065891553484946,0.5636363636363636
2023-06-02,momentum_1,0.3100704677391589,0.41818181818181815
2023-06-05,momentum_1,-0.33403530902066353,-0.22424242424242424
2023-06-06,momentum_1,-0.24763814929127773,-0.2
2023-06-07,momentum_1,0.5748174568647147,0.4666666666666667
2023-06-08,momentum_1,-0.5552746764984268,-0.2606060606060606
2023-06-09,momentum_1,0.03895401070842408,-0.12727272727272726
2023-06-12,momentum_1,-0.3568151704731263,-0.3090909090909091
2023-06-13,momentum_1,-0.618122139753717,-0.6848484848484848
2023-06-14,momentum_1,-0.4538727600078808,-0.3333333333333333
2023-06-15,momentum_1,-0.2502724246229772,-0.41818181818181815
2023-06-16,momentum_1,-0.3673967071185605,-0.38181818181818183
2023-06-19,momentum_1,0.07512627690106248,0.17575757575757575
2023-06-20,momentum_1,0.22563548541908532,0.2
2023-06-21,momentum_1,0.18641208315671107,0.3575757575757576
2023-06-22,momentum_1,0.12356101193792142,0.23636363636363636
2023-06-23,momentum_1,-0.062437329558894264,-0.16363636363636364
2023-06-26,momentum_1,-0.14859910276291602,-0.06666666666666667
2023-06-27,momentum_1,-0.08604982048262302,-0.04242424242424243
2023-06-28,momentum_1,-0.06910469289028698,-0.21212121212121213
2023-06-29,momentum_1,0.21520800138893834,0.04242424242424243
2023-06-30,momentum_1,0.7342193587723719,0.6848484848484848
2023-07-03,momentum_1,0.4134551209647508,0.5151515151515151
2023-07-04,momentum_1,-0.21157601785038713,-0.3333333333333333
2023-07-05,momentum_1,0.23301168944354364,-0.006060606060606061
2023-07-06,momentum_1,0.3435432691966914,0.24848484848484848
2023-07-07,momentum_1,-0.42270188934758174,-0.24848484848484848
2023-07-10,momentum_1,0.0070732484926422775,-0.01818181818181818
2023-07-11,momentum_1,0.3586464073085759,0.2606060606060606
2023-07-12,momentum_1,-0.23208655956794172,-0.24848484848484848
2023-07-13,momentum_1,0.22669833483667637,0.3333333333333333
2023-07-14,momentum_1,-0.23384152169196923,-0.34545454545454546
2023-07-17,momentum_1,-0.041310554863876386,0.2
2023-07-18,momentum_1,0.37295869465846265,0.3333333333333333
2023-07-19,momentum_1,0.32990872940903276,0.3939393939393939
2023-07-20,momentum_1,0.30186788908112483,0.44242424242424244
2023-07-21,momentum_1,-0.1855768430436027,-0.07878787878787878
2023-07-24,momentum_1,0.0819680623315212,0.1393939393939394
2023-07-25,momentum_1,0.5684796287944465,0.5757575757575758
2023-07-26,momentum_1,-0.16414315474601082,-0.41818181818181815
2023-07-27,momentum_1,0.32872158630938175,0.2606060606060606
2023-07-28,momentum_1,0.20338312859417196,0.2727272727272727
2023-07-31,momentum_1,-0.06651476442937791,-0.05454545454545454
2023-08-01,momentum_1,0.4721098574013988,0.5393939393939394
2023-08-02,momentum_1,0.31162055767093594,0.47878787878787876
2023-08-03,momentum_1,0.4827195010115598,0.2606060606060606
2023-08-04,momentum_1,0.19927389686042382,0.12727272727272726
2023-08-07,momentum_1,-0.4193246824845754,-0.41818181818181815
2023-08-08,momentum_1,-0.0712137997482989,0.030303030303030304
2023-08-09,momentum_1,0.0770383756715635,0.06666666666666667
2023-08-10,momentum_1,0.3260333950636307,0.296969696969697
2023-08-11,momentum_1,-0.3584541166988584,-0.45454545454545453
2023-08-14,momentum_1,0.46186524461202777,0.22424242424242424
2023-08-15,momentum_1,0.47320662561203114,0.40606060606060607
2023-08-16,momentum_1,0.26425225743319636,0.22424242424242424
2023-08-17,momentum_1,-0.20297322828782663,-0.15151515151515152
2023-08-18,momentum_1,0.23788978685232923,0.2
2023-08-21,momentum_1,0.18258971808477528,0.07878787878787878
2023-08-22,momentum_1,-0.18353981810636513,-0.2727272727272727
2023-08-23,momentum_1,-0.32716196220445126,-0.4909090909090909
2023-08-24,momentum_1,-0.4819742515682672,-0.503030303030303
2023-08-25,momentum_1,-0.1986892973466146,-0.34545454545454546
2023-08-28,momentum_1,0.30399836997320195,0.17575757575757575
2023-08-29,momentum_1,0.2985525265581707,0.2606060606060606
2023-08-30,momentum_1,-0.5169327554032601,-0.6484848484848484
2023-08-31,momentum_1,0.03737375210585491,0.2606060606060606
2023-09-01,momentum_1,-0.08550280401254869,-0.23636363636363636
2023-09-04,momentum_1,0.3071299798124452,0.3696969696969697
2023-09-05,momentum_1,0.3540754731400699,0.5272727272727272
2023-09-06,momentum_1,-0.5739792172418631,-0.6121212121212121
2023-09-07,momentum_1,-0.07323234199962438,-0.05454545454545454
2023-09-08,momentum_1,-0.12768808804256127,-0.17575757575757575
2023-09-11,momentum_1,-0.2592581243278813,-0.12727272727272726
