model_type,horizon_days,theme,rows,symbols,direction_accuracy,baseline_accuracy,auc,brier,rank_ic,mean_forward_return,top_bucket_return,bottom_bucket_return,top_bottom_spread,slice_status,theme_source
event_aware_ensemble,5,metals_energy_metals,90,3,0.43333333333333335,0.5888888888888889,0.4390617032126466,0.26132552919475244,-0.13268304728978886,0.011438605857883852,0.013073223461911553,0.03751569731110125,-0.024442473849189697,weak_or_failed,curated_hot_theme_seed
event_aware_ensemble,20,metals_energy_metals,45,3,0.4222222222222222,0.5111111111111111,0.3300395256916996,0.3534101177203574,-0.3694334650856389,0.03267204349100725,-0.004118909593706168,0.10091833517492714,-0.10503724476863331,data_sparse,curated_hot_theme_seed
event_aware_ensemble,60,metals_energy_metals,3,3,0.6666666666666666,0.6666666666666666,0.0,0.3365570074612089,-1.0,0.10667171771124334,0.0,0.0,0.0,data_sparse,curated_hot_theme_seed
factor_score,1,agriculture_food_beverage,68,2,0.5147058823529411,0.5588235294117647,0.44649122807017544,0.25380365887095585,-0.0894215347330435,0.002616040460004354,0.0011108028769714192,0.002458322215792347,-0.0013475193388209276,weak_or_failed,curated_hot_theme_seed
factor_score,1,central_soe_high_dividend,34,1,0.6764705882352942,0.6764705882352942,0.6067193675889329,0.22950249173743575,0.005556816777292059,-0.007472719253592141,-0.00589575479719,-0.006277782180647259,0.00038202738345725906,data_sparse,curated_hot_theme_seed
factor_score,1,high_dividend_state_owned_finance,68,2,0.4852941176470588,0.6029411764705882,0.42005420054200543,0.24946266914173082,-0.08480665968662224,-0.0032110166971378003,-0.0028476023625839063,-0.0013715940136720369,-0.0014760083489118695,weak_or_failed,curated_hot_theme_seed
factor_score,1,home_appliance_export,34,1,0.5294117647058824,0.6470588235294118,0.3977272727272727,0.2535152835208157,-0.19681380762674272,0.003916813905839467,-0.0060483876981213104,0.009797684203764362,-0.015846071901885674,data_sparse,curated_hot_theme_seed
factor_score,1,power_solid_state_battery,68,2,0.5882352941176471,0.5882352941176471,0.45,0.24768918641530682,-0.04199705604725758,0.004444382657925335,0.006941782359614724,0.006915388255046796,2.6394104567927998e-05,ok,curated_hot_theme_seed
factor_score,1,tourism_retail_services,34,1,0.5882352941176471,0.6470588235294118,0.4393939393939394,0.2457797092911239,-0.05841591241798727,0.004866462115219987,0.0046563013102725705,0.015080875762880225,-0.010424574452607655,data_sparse,curated_hot_theme_seed
factor_score,1,unmapped_theme,34,1,0.4411764705882353,0.5294117647058824,0.3767361111111111,0.26847392030886436,-0.05004611751827512,0.00033484683706432966,-0.005016629069805389,0.0017344056140865646,-0.006751034683891953,data_sparse,curated_hot_theme_seed
factor_score,5,advanced_packaging_chiplet_pcb,1064,4,0.5610902255639098,0.5319548872180451,0.5373259823747286,0.2493191678988328,0.05292158422440329,0.00278282168364681,0.0005748255597264788,0.004125663283742167,-0.003550837724015688,ok,curated_hot_theme_seed
factor_score,5,agriculture_food_beverage,3990,15,0.5030075187969925,0.5110275689223057,0.509938691668286,0.252043591205789,0.026693532808319553,0.0007387121674211294,0.0010588491268959937,-0.0011638473538559324,0.002222696480751926,ok,curated_hot_theme_seed
factor_score,5,ai_compute_semiconductor,1596,6,0.5332080200501254,0.5018796992481203,0.542964376290643,0.24940670106338297,0.09155287464910673,-0.0008351997129227783,0.0078050821798608255,-0.0021056484607308635,0.009910730640591689,ok,curated_hot_theme_seed
factor_score,5,chemical_new_materials,2128,8,0.5263157894736842,0.5286654135338346,0.5253510579372992,0.25053841739697374,0.026752959119546477,0.003289932020936487,0.0004830453153039091,0.00019881599302195094,0.00028422932228195817,ok,curated_hot_theme_seed
factor_score,5,coal_power_oil_gas,1862,7,0.5306122448979592,0.5198711063372717,0.519544899883521,0.2507600612579335,0.02817797632353185,0.0018452094404628864,0.00015656215030765576,-0.0001305838323632634,0.0002871459826709192,ok,curated_hot_theme_seed
factor_score,5,commercial_space_satellite_internet,1064,4,0.5338345864661654,0.5122180451127819,0.5424210284421347,0.24932555918838564,0.11212164931408765,0.0017212149756647781,0.012251622994543307,0.0013109385329731545,0.010940684461570153,ok,curated_hot_theme_seed
factor_score,5,consumer_electronics_pcb,4256,16,0.5035244360902256,0.5011748120300752,0.5057425879882756,0.2528211285509121,0.030013525604209505,0.0006599556015693395,0.0007807592168057315,-0.0022749307814749972,0.003055689998280729,ok,curated_hot_theme_seed
factor_score,5,cpo_optical_module_datacenter,266,1,0.4849624060150376,0.5338345864661654,0.43874943207632894,0.2561537185463407,-0.14425081832497794,0.007950245515387288,-0.00944804296260164,0.016591517650257962,-0.0260395606128596,weak_or_failed,curated_hot_theme_seed
factor_score,5,cxo_biotech_innovative_drug,266,1,0.5714285714285714,0.6578947368421053,0.44339089481946625,0.24754613035890485,-0.05074473984199992,0.011575790564803559,0.009365445519568739,0.01263079927836646,-0.003265353758797721,weak_or_failed,curated_hot_theme_seed
factor_score,5,data_element_fintech_ai_app,1330,5,0.5030075187969925,0.5052631578947369,0.4987855514546244,0.2534508201019244,0.0016457856092112998,0.0015150710086805537,0.003854471236531462,0.009008668564927012,-0.0051541973283955505,ok,curated_hot_theme_seed
factor_score,5,datacenter_optical_liquid_cooling,1596,6,0.49373433583959897,0.5150375939849624,0.49029435988356374,0.253793898045449,-0.0068926405895136204,-0.0018079580894188305,0.0006014669799569347,-0.0001346314944588787,0.0007360984744158134,ok,curated_hot_theme_seed
factor_score,5,defense_ship_equipment,2394,9,0.5401002506265664,0.5175438596491229,0.5351362116495288,0.2495247385511966,0.06965818935046575,-0.0022410406568504453,0.004932441288335571,-0.0036892777167154677,0.00862171900505104,ok,curated_hot_theme_seed
factor_score,5,education_human_capital,1862,7,0.514500537056928,0.5080558539205156,0.5315734141455173,0.2497928363869848,0.029510542434189935,0.00046882742328143416,0.004498200840183719,0.0002438954984076466,0.004254305341776073,ok,curated_hot_theme_seed
factor_score,5,high_dividend_state_owned_finance,532,2,0.4417293233082707,0.5338345864661654,0.4328217287596547,0.2585686993977733,-0.13826209347427795,0.002826694879545607,-0.004609888476692159,0.011321607667903475,-0.015931496144595634,weak_or_failed,curated_hot_theme_seed
factor_score,5,home_appliance_export,2926,11,0.48769651401230346,0.5218728639781272,0.4884701065828197,0.25404201814937266,-0.027251214576591933,0.003546983887773472,-8.766689579605049e-06,0.001336290587117876,-0.001345057276697481,weak_or_failed,curated_hot_theme_seed
factor_score,5,humanoid_robot_core_parts,1330,5,0.5218045112781955,0.5007518796992482,0.5186647490864358,0.2515366511174211,0.018727558208988467,-0.0005085476309871893,0.0006165775188031374,-0.0004923044879614993,0.0011088820067646366,ok,curated_hot_theme_seed
factor_score,5,industrial_mother_machine_laser,532,2,0.5150375939849624,0.5225563909774437,0.5038520364810514,0.25141326247603224,-0.0349248922193653,-0.0029686390415147993,-0.0030587621900122182,-0.0030720029890599363,1.324079904771805e-05,ok,curated_hot_theme_seed
factor_score,5,innovative_drug_medical_device,1330,5,0.5398496240601504,0.5150375939849624,0.5422554178690658,0.24890053715206134,0.08447640301281242,0.0002613941378757796,0.0034973797733783784,-0.007824231244060197,0.011321611017438575,ok,curated_hot_theme_seed
factor_score,5,low_altitude_space_satellite,266,1,0.5488721804511278,0.6015037593984962,0.4628832547169811,0.24795583573474278,-0.04051423472796268,0.014091911914393617,0.014963792700994618,0.016595520833162434,-0.0016317281321678156,weak_or_failed,curated_hot_theme_seed
factor_score,5,media_game_ai_application,3458,13,0.4982648930017351,0.5141700404858299,0.5128518533397611,0.2519210936358503,0.016634265209684994,-0.0010445087928535504,-0.0004985756719633021,-0.0012496198392522508,0.0007510441672889487,ok,curated_hot_theme_seed
factor_score,5,metals_energy_metals,7412,21,0.516594711279007,0.5143011332973556,0.5241859405969453,0.2515997079720184,0.03909289715832037,0.0020433217358826286,0.005779192961758416,0.0006618829758883765,0.005117309985870039,ok,curated_hot_theme_seed
factor_score,5,power_solid_state_battery,3458,13,0.5040485829959515,0.5101214574898786,0.5078983580838868,0.2529312685214029,0.019615008247874058,0.0027522314138207532,0.006908396296876346,0.0033206626961364938,0.0035877336007398525,ok,curated_hot_theme_seed
factor_score,5,rare_earth_magnetic_materials,798,3,0.5012531328320802,0.5902255639097744,0.47696358194225313,0.2533292219472879,-0.1058253891735463,0.010852570789864879,0.006488073656202274,0.02157375016381459,-0.015085676507612316,weak_or_failed,curated_hot_theme_seed
factor_score,5,real_estate_chain,3192,12,0.506265664160401,0.5175438596491229,0.5164808103518758,0.25100859659110086,0.03894084521602826,-0.0017869869818378853,0.0033880068610922438,-0.005460675177871645,0.00884868203896389,ok,curated_hot_theme_seed
factor_score,5,renewable_grid_storage,2394,9,0.48621553884711777,0.5121136173767753,0.5026505480569399,0.2528277230065829,-0.0007333776500709759,-0.0008586328722802722,0.001769985204696109,7.75435076801795e-05,0.0016924416970159294,ok,curated_hot_theme_seed
factor_score,5,robotics_highend_manufacturing,1064,4,0.5046992481203008,0.5272556390977443,0.5071691065726851,0.2522731467855656,0.0035311584949282615,0.005678366585734425,0.008552088220025096,0.0020076418206864685,0.006544446399338628,ok,curated_hot_theme_seed
factor_score,5,shipbuilding_ocean_shipping,266,1,0.48120300751879697,0.5338345864661654,0.5262664697864607,0.2521575397251618,0.10061082331984163,-0.004591736778808602,-0.0037915734881004883,-0.024475710793418752,0.020684137305318262,ok,curated_hot_theme_seed
factor_score,5,shipping_ports_logistics,1596,6,0.5137844611528822,0.5401002506265664,0.5144426813000625,0.25106453224053704,0.044871294630803624,0.004391562791666843,0.00881312911007344,0.008424962329566956,0.0003881667805064829,ok,curated_hot_theme_seed
factor_score,5,smart_ev_autonomous_driving,2660,10,0.5011278195488722,0.5026315789473684,0.5029745297936344,0.2528598463485939,0.002723141031434929,-0.00015034145285573833,-0.00026709175622072917,-0.002147924650449882,0.001880832894229153,ok,curated_hot_theme_seed
factor_score,5,tourism_retail_services,2394,9,0.5171261487050961,0.5267335004177109,0.4982736210841506,0.25219311279041884,0.025566873681616444,-0.0012356029067328975,0.007284982385578422,-0.0005452176574790936,0.007830200043057517,ok,curated_hot_theme_seed
factor_score,5,xinchuang_software_cybersecurity,1596,6,0.47368421052631576,0.5050125313283208,0.4707321669755316,0.2554411990446261,-0.05659661694775948,0.0005918214053637994,0.0011141317243938205,0.006991424142632488,-0.005877292418238667,weak_or_failed,curated_hot_theme_seed
