date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d,future_return_60d,direction_up_60d
2020-11-06,600362,0.42900000000000005,0.01567398119122254,1.0,0.65,0.4698373330910756,0,1,,,,,,
2020-11-09,600362,0.441,-0.004938271604938316,0.0,0.7,0.4729337358611873,0,1,,,,,,
2020-11-10,600362,0.43199999999999994,0.011166253101736912,1.0,0.6,0.47098769294718423,0,1,,,,,,
2020-11-11,600362,0.42399999999999993,-0.025766871165644134,0.0,0.55,0.47144510343741486,0,1,,,,,,
2020-11-12,600362,0.3975000000000001,0.0025188916876575096,1.0,0.5,0.4707977144433185,0,1,,,,,,
2020-11-13,600362,0.39250000000000007,0.09547738693467345,1.0,0.55,0.47250583205150243,0,1,,,,,,
2020-11-16,600362,0.35849999999999993,-0.012614678899082521,0.0,0.5,0.4742342018191613,0,1,,,,,,
2020-11-17,600362,0.40900000000000003,0.019163763066202044,1.0,0.65,0.4744878991145985,0,1,,,,,,
2020-11-18,600362,0.3919999999999999,-0.02165242165242165,0.0,0.55,0.47480022214212914,0,1,,,,,,
2020-11-19,600362,0.3459999999999999,0.051252184041933546,1.0,0.5,0.47286952488882233,0,1,,,,,,
2020-11-20,600362,0.3419999999999999,0.06260387811634338,1.0,0.45,0.4745062127894893,0,1,,,,,,
2020-11-23,600362,0.3805,0.050573514077163706,1.0,0.5,0.47711951505750644,0,1,,,,,,
2020-11-24,600362,0.401,-0.02034739454094292,0.0,0.55,0.47907676356708223,0,1,,,,,,
2020-11-25,600362,0.414,0.042046605876393084,1.0,0.7,0.47915744278139794,0,1,,,,,,
2020-11-26,600362,0.44300000000000006,0.01361205639280505,1.0,0.75,0.4803264828438384,0,1,,,,,,
2020-11-27,600362,0.45449999999999996,0.05515587529976029,1.0,0.75,0.4807570009259721,0,1,,,,,,
2020-11-30,600362,0.45449999999999996,0.013636363636363669,1.0,0.8,0.4832621207840768,0,1,,,,,,
2020-12-01,600362,0.49750000000000016,-0.02556053811659198,0.0,0.85,0.4841230007456128,0,1,,,,,,
2020-12-02,600362,0.4705,-0.061205706396686654,0.0,0.8,0.4826935169967265,0,1,,,,,,
2020-12-03,600362,0.502,0.038235294117647145,1.0,0.8,0.4804577622427228,0,1,,,,,,
2020-12-04,600362,0.5120000000000002,-0.026440037771482516,0.0,0.85,0.4836174591060621,0,1,,,,,,
2020-12-07,600362,0.5845,-0.01600387972841899,0.0,0.9,0.4824949819656581,0,1,,,,,,
2020-12-08,600362,0.6020000000000001,0.0014785608674223738,1.0,0.95,0.4818408146286237,0,1,,,,,,
2020-12-09,600362,0.5465,0.0073818897637796255,1.0,0.8,0.47934043899138057,0,1,,,,,,
2020-12-10,600362,0.5125,-0.02833414753297514,0.0,0.9,0.4803695758345498,0,1,,,,,,
2020-12-11,600362,0.5695000000000001,-0.016088486676722025,0.0,0.95,0.47868391719948983,0,1,,,,,,
2020-12-14,600362,0.6115000000000002,-0.01124169647419515,0.0,1.0,0.4799920117677633,0,1,,,,,,
2020-12-15,600362,0.6000000000000001,0.0025839793281654533,1.0,1.0,0.4795166316132914,0,1,,,,,,
2020-12-16,600362,0.5605000000000001,0.07835051546391747,1.0,0.95,0.4793198466841033,0,1,,,,,,
2020-12-17,600362,0.531,0.02342256214149141,1.0,0.9,0.48095603951325605,0,1,,,,,,
2020-12-18,600362,0.506,0.027090144792153215,1.0,0.9,0.48187984753298846,0,1,,,,,,
2020-12-21,600362,0.4595000000000001,-0.10004547521600726,0.0,0.85,0.48241784433484425,0,1,,,,,,
2020-12-22,600362,0.43550000000000005,0.009095502779181475,1.0,0.75,0.47976435877342377,0,1,,,,,,
2020-12-23,600362,0.39249999999999996,-0.018027040560841257,0.0,0.55,0.4781623060120369,0,1,,,,,,
2020-12-24,600362,0.4265,0.0499745028046914,1.0,0.65,0.4791519408050658,0,1,,,,,,
2020-12-25,600362,0.4115000000000001,0.012141816415735862,1.0,0.6,0.4806934292071596,0,1,,,,,,
2020-12-28,600362,0.338,-0.052783109404990425,0.0,0.4,0.4782206667616908,0,1,,,,,,
2020-12-29,600362,0.28600000000000003,0.016210739614994862,1.0,0.25,0.4740817661950867,0,1,,,,,,
2020-12-30,600362,0.31950000000000006,-0.0054835493519441725,0.0,0.35,0.47729673505561243,0,1,,,,,,
2020-12-31,600362,0.32900000000000007,0.07167919799498756,1.0,0.4,0.47907904064299117,0,1,,,,,,
2021-01-04,600362,0.31100000000000005,-0.01824134705332081,0.0,0.4,0.4812233452829177,0,1,,,,,,
2021-01-05,600362,0.34099999999999997,0.0038113387327298742,1.0,0.4,0.48252194170874746,0,1,,,,,,
2021-01-06,600362,0.32150000000000006,0.08258186995728534,1.0,0.3,0.4800709546439349,0,1,,,,,,
2021-01-07,600362,0.42199999999999993,0.08899605436212199,1.0,0.65,0.4868484546239336,0,1,,,,,,
2021-01-08,600362,0.38150000000000006,-0.07004830917874394,0.0,0.55,0.485521617094842,0,1,,,,,,
2021-01-11,600362,0.35299999999999987,0.010822510822510845,1.0,0.45,0.4824830930947522,0,1,,,,,,
2021-01-12,600362,0.3439999999999999,-0.03426124197002145,0.0,0.45,0.4831350024402084,0,1,,,,,,
2021-01-13,600362,0.345,-0.033259423503326,0.0,0.45,0.4819951771816593,0,1,,,,,,
2021-01-14,600362,0.3594999999999999,0.002293577981651307,1.0,0.45,0.48059235136922546,0,1,,,,,,
