date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d
2020-08-12,300750,0.451,0.0013283604966025653,1.0,0.8,0.5256112992725583,1,1,,,,
2020-08-13,300750,0.52,0.022348078983621678,1.0,1.0,0.5258358967489515,1,1,,,,
2020-08-14,300750,0.48300000000000004,-0.018715376553376295,0.0,0.8,0.5278823015335686,1,1,,,,
2020-08-17,300750,0.37099999999999994,0.013528633913131971,1.0,0.5,0.5273709991624368,1,1,,,,
2020-08-18,300750,0.39399999999999996,-0.04561421116017672,0.0,0.6,0.5253128839473712,1,1,,,,
2020-08-19,300750,0.4269999999999999,-0.009306482990693477,0.0,0.7,0.5212386803836164,1,1,,,,
2020-08-20,300750,0.364,0.020220783356331484,1.0,0.4,0.5214194559046842,1,1,,,,
2020-08-21,300750,0.392,0.050876554127867735,1.0,0.6,0.5219443358876609,1,1,,,,
2020-08-24,300750,0.422,-0.010346022474134853,0.0,0.6,0.5250422042491028,1,1,,,,
2020-08-25,300750,0.40499999999999997,-0.027611044417767072,0.0,0.5,0.5256892794682255,1,1,,,,
2020-08-26,300750,0.396,0.054269547325102696,1.0,0.4,0.5252901339410426,1,1,,,,
2020-08-27,300750,0.392,0.016345450109782833,1.0,0.4,0.526123849225591,1,1,,,,
2020-08-28,300750,0.3677777777777778,-0.009361497839654342,0.0,0.4444444444444444,0.5279553533462706,1,1,,,,
2020-08-31,300750,0.37333333333333335,0.038284468136660976,1.0,0.5555555555555556,0.5237818086361817,1,1,,,,
2020-09-01,300750,0.5022222222222221,-0.013722287047841286,0.0,0.7777777777777778,0.5220217988327616,1,1,,,,
2020-09-02,300750,0.5333333333333334,-0.006672661019355486,0.0,0.8888888888888888,0.5210054676090107,1,1,,,,
2020-09-03,300750,0.5033333333333334,-0.026869938065745558,0.0,0.7777777777777778,0.5212298500543414,1,1,,,,
2020-09-04,300750,0.44777777777777783,-0.08743757955546849,0.0,0.7777777777777778,0.5183068907179429,1,1,,,,
2020-09-07,300750,0.34111111111111103,0.0026824034334762548,1.0,0.3333333333333333,0.5259346572539895,1,1,,,,
2020-09-08,300750,0.38444444444444437,-0.01380417335473516,0.0,0.5555555555555556,0.5193318160893571,1,1,,,,
2020-09-09,300750,0.41555555555555546,0.003472222222222321,1.0,0.5555555555555556,0.5165073438677754,1,1,,,,
2020-09-10,300750,0.4533333333333332,0.012651384083044892,1.0,0.5555555555555556,0.5161392433891049,1,1,,,,
2020-09-11,300750,0.46900000000000003,0.029257875066737826,1.0,0.7,0.5163126222134261,1,1,,,,
2020-09-14,300750,0.34099999999999997,0.009959539371304116,1.0,0.5,0.5225331261825197,1,1,,,,
2020-09-15,300750,0.3590000000000001,-0.012532100667693835,0.0,0.5,0.5248564002569552,1,1,,,,
2020-09-16,300750,0.37,0.0319359201081868,1.0,0.5,0.5250752551952201,1,1,,,,
