source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag,fetched_at,effective_date,announce_date,raw_hash
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224873064&orgId=9900004143&announcementTime=2025-12-13 00:00:00,2025-12-13 00:00:00,601899,601899,紫金矿业集团股份有限公司关于召开2025年第二次临时股东会的通知,紫金矿业集团股份有限公司关于召开2025年第二次临时股东会的通知,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,16360616935046947401
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224862124&orgId=9900004143&announcementTime=2025-12-10 00:00:00,2025-12-10 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届董事会临时会议决议公告,紫金矿业集团股份有限公司第八届董事会临时会议决议公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,5512940856726177571
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224862079&orgId=9900004143&announcementTime=2025-12-10 00:00:00,2025-12-10 00:00:00,601899,601899,紫金矿业集团股份有限公司独立董事提名人和候选人声明公告（更新版）,紫金矿业集团股份有限公司独立董事提名人和候选人声明公告（更新版）,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,3466875728428844201
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224844379&orgId=9900004143&announcementTime=2025-12-03 00:00:00,2025-12-03 00:00:00,601899,601899,紫金矿业集团股份有限公司关于2020年限制性股票激励计划预留授予部分第三个解除限售期解除限售暨上市的公告,紫金矿业集团股份有限公司关于2020年限制性股票激励计划预留授予部分第三个解除限售期解除限售暨上市的公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,6048869941176454516
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224844378&orgId=9900004143&announcementTime=2025-12-03 00:00:00,2025-12-03 00:00:00,601899,601899,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权实施公告,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权实施公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,7177246972188436532
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224840101&orgId=9900004143&announcementTime=2025-12-02 00:00:00,2025-12-02 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,3380387586082535986
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836789&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司关联交易管理办法,紫金矿业集团股份有限公司关联交易管理办法,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,11384156938808669150
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836788&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司董事会议事规则,紫金矿业集团股份有限公司董事会议事规则,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,6366243568798738936
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836786&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司董事和高级管理人员薪酬管理制度,紫金矿业集团股份有限公司董事和高级管理人员薪酬管理制度,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,12003302772819909673
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836784&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司关于支援香港大埔区宏福苑火灾灾后建设的公告,紫金矿业集团股份有限公司关于支援香港大埔区宏福苑火灾灾后建设的公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,17247684299274217195
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836781&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司章程,紫金矿业集团股份有限公司章程,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,5459062140198118998
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836780&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司独立董事工作制度,紫金矿业集团股份有限公司独立董事工作制度,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,6884871572425181697
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836779&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届董事会临时会议决议公告,紫金矿业集团股份有限公司第八届董事会临时会议决议公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,12382835086781586512
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836778&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司独立董事提名人和候选人声明公告,紫金矿业集团股份有限公司独立董事提名人和候选人声明公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,1591128228110815861
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836777&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司股东会议事规则,紫金矿业集团股份有限公司股东会议事规则,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,11265306947277030285
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836776&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司董事会提名与薪酬委员会关于独立董事候选人任职资格的审查意见,紫金矿业集团股份有限公司董事会提名与薪酬委员会关于独立董事候选人任职资格的审查意见,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,3090945336307385407
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224836775&orgId=9900004143&announcementTime=2025-11-29 00:00:00,2025-11-29 00:00:00,601899,601899,紫金矿业集团股份有限公司关于修订《公司章程》的公告,紫金矿业集团股份有限公司关于修订《公司章程》的公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,13707043079501983641
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224786646&orgId=9900004143&announcementTime=2025-11-05 00:00:00,2025-11-05 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,16988099826794433198
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224780334&orgId=9900004143&announcementTime=2025-11-01 00:00:00,2025-11-01 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,12715155836074672440
